리뷰ID,리뷰,평점,평점등록일자,답변,답변등록일자
3c2f9d90-5754-4f9b-9fc4-c8b4e41a2efd,매일매일 기대됩니다.,5,2/6/2024 11:54,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
0bf25cd4-3fb4-437e-895a-a78e10201b2c,건강 챙기고 선물 받고,5,2/6/2024 9:10,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
413d4377-7e0b-40fa-83bd-bc4f31f288a7,편안한,5,2/6/2024 8:59,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
9526b67a-6df0-468e-838e-703bc2042072,건강을 위한 너무 좋은앱이예요~,5,2/6/2024 8:53,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
5af9b6ae-9dc0-4c84-8584-ef6ba0b70ce8,건강도 챙기고 이벤트도하고 너무좋아요~,5,2/6/2024 8:48,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
89538379-91d5-47de-b88a-fc3409d1d464,건강과 행운을 주는 최고 앱,5,2/6/2024 8:41,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
5c272c1f-fb2d-4652-aaed-3af3c4c46d24,더헬스때문에 매일매일 걷기습관이 되었어요 당뇨가있어서 운동을해야하는데 더헬스때문에 건강해지는거같에요 하루하루 활기차게 시작합니다 만족합니다,5,2/6/2024 8:40,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
484b8072-37ca-42f7-ace7-99c72bd2f7f4,더헬스을 통하여 운동이 더재미 있어요,5,2/6/2024 8:36,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
f92495bb-d601-4922-ac92-1c0b4862079e,당뇨로 인하여 걷는 것이 좋다고 하여 하루 1만건기를 시작한 지 어느새 2달이 지났다. 걸으면 건강해지고 간혹 경품도 받고 하니 일거양득인 것같다.,5,2/6/2024 8:35,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:48
cbccd93d-ad08-4faf-a5a9-e5d1707d8ac6,소소한 경품 이지만 받으니 기분이 좋네요. ㅎㅎ,4,2/6/2024 8:33,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:49
d14b125b-7035-4726-8af7-4c752b954556,더 움직이고 더 걷고싶게 만드는 앱!! 근육이 붙는거 같습니다.,5,2/6/2024 8:26,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:49
5fbc5d98-b65e-436e-a3d2-1fd8e426b430,열심히 걷고 경품도 챙기도 최고에요~~^^,5,2/6/2024 8:23,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:49
447b0547-23a3-44ef-a8c3-46011d63b666,운동 모션이 인식이 잘안되지만 잘 사용하고있습니다,5,2/6/2024 8:20,안녕하세요. 더헬스 입니다. 모션운동을 비롯해서 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:49
3651ab90-fc10-440b-b5cd-e3c6bf46e934,꽝 없는. 이벤트,5,2/6/2024 8:20,안녕하세요. 더헬스 입니다. 많은 고객님께 건강관리의 기쁨을 드릴 수 있도록 더욱 풍성한 이벤트를 준비할 수 있도록 노력하겠습니다. 감사합니다.,2/27/2024 10:51
b1aac497-57bd-4251-874a-f2214c5d2f23,건강을 체크할수있는 좋은 앱입니다,5,2/6/2024 8:20,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:51
a51753a9-9beb-4827-9d72-70147a2f8690,룰렛 당첨이 너무 안돼요. 자주되었으면해요.,4,2/6/2024 8:18,안녕하세요. 더헬스 입니다. 많은 고객님들께 룰렛 이벤트를 비롯하여 건강 관리의 기쁨을 느낄 수 있도록 이벤트를 구성하고 있지만 모든 고객님들의 눈높이를 맞추지 못하여 항상 부족함을 느끼고 있습니다. 앞으로 보다 많은 고객님들께 건강 관리의 기쁨을 드릴 수 있도록 더욱 노력하겠습니다. 감사합니다.,2/27/2024 10:52
26ba50c7-efdc-4b86-b7dd-3648e3a0bb94,운동도 더 열심히 할수있는 계기가 되어서 더 운동 열나하구요..또 선물도 받으니깐 넘 좋아요~~~,5,2/6/2024 8:17,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:52
3f4f2d05-d76c-4bfe-b1ca-d986127b5f17,더헬스앱을 사용하고 부터 건강에 더많은 관심을 갖게 되었어요!!,5,2/6/2024 8:17,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:52
8e50b9fc-0182-4c22-916d-398636c60b3c,굿,5,2/6/2024 8:16,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
7e0de41a-6b94-4e1a-a24b-6d5493f1cfd9,좋아요~,5,2/6/2024 8:16,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
6bead3f4-bef1-4a55-ae67-3cf7eb88744f,매일 이용하고 있어요 ^^,5,2/6/2024 8:16,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
7486b510-0ff5-4645-abfb-f696064f6cab,건강도 챙기면서 상품권도 얻을수 있어 좋아요,5,2/6/2024 8:14,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
7bdb417f-a7f0-4004-9a26-7fd7d14b34e1,최고예요~,5,2/6/2024 8:13,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
534c8351-0eef-4d53-ad08-8590dd81a6d4,매달 상품권 받는재미 굿,5,2/6/2024 8:11,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
25d93a71-f36f-4765-948e-8100d860cdb9,일부러라도 걷게되니 너무 좋네요,4,2/6/2024 8:06,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
b321480d-6009-484f-98a0-a07e182b71fa,나름 괞은 앱임,5,2/6/2024 8:04,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
64a898b5-b5f1-4e4b-ba71-5768d516b528,건강등급 좋아요,5,2/6/2024 7:17,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
d3e5b4eb-f584-4580-a663-8e1d95c276b6,"복잡하지 않고, 접근성이 편해서 유용하게 잘 사용하고 있습니다.",5,2/6/2024 7:17,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
7e3c016e-1cf4-4c6b-9381-aed7accbafcd,상상하던게 순간이뤄진듯!!,5,2/5/2024 12:29,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:53
771627dd-1d7d-4eaa-b792-e1853c63fc9d,더헬스로 건강해질거에요,5,2/5/2024 5:52,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:54
8fc7cb43-d3dd-4947-99fd-a754dec52ec5,Ux ui도 이쁘고 좋아요~~~,5,2/5/2024 5:47,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:54
e5463916-8334-44fb-af2e-61aa4ddb605b,사용하기 편리합니다 이벤트가 많습니당당당당다라당당당,5,2/5/2024 5:43,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:54
5b9f28f2-43ff-4f53-a9ee-84c9a59ad74c,음식 운동기록에 좋습니다! 이벤트도 잘 참여하고 있어요,5,2/5/2024 5:39,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:54
a92ee9a8-b38d-4812-9959-50a24358b070,더헬스로 건강관리하고 있어요.,5,2/5/2024 5:27,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:54
98c9db65-7750-4f7f-a447-d6b70b73d036,건강관리에 도움이 됩니다!! 특히 걷기 챌린지가 동기부여도 되고 재밌습니다. 보다 다양한 이벤트 기대할게요~,5,2/5/2024 4:42,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:54
d8cff02d-6b67-401e-87f4-0a5fabfc4bc8,유용합니다~!,5,2/5/2024 4:37,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:54
8c757493-bfaa-4416-822a-eae369601ac0,무슨 인증문자도 안 오는데 어캐 가입하라는거야,1,2/4/2024 0:57,,
60d23afc-835f-4fc2-8ed3-914f9d47d45b,건강도 챙기고 이벤트도 챙기고... 좋아요~,5,2/2/2024 6:50,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:57
a274e1a9-6073-46df-8aaf-4f2ca8b7d22e,모션운동이 굉장히 신기해요 인식이 아주 정확하지는 않지만 .. 기술 개발이 잘되면 집에서 개인맞춤PT느낌으로 더 많이 사용할 것 같습니다. 식사촬영은 일반 식단 어플들이랑 비슷한거 같아요 이벤트같은걸 많이 하던데 식사인증이랑 연계해서 해도 재밌을거같아요 ~~,5,2/2/2024 5:48,안녕하세요. 더헬스 입니다. 고객님께서 주신 저희 서비스에 대한 의견을 잘 참고하여 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:57
dd4dbb39-77ff-498e-b7a4-b593625d038f,건강관리에 큰 도움이 되는 것 같습니다! 걷기 첼린지 등 다양한 이벤트도 정말 재밌어요!!,5,2/2/2024 5:32,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:57
b7635123-ee22-4aa7-b531-987b1df1d8c8,완전 좋아요,5,1/29/2024 1:33,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:57
2801689a-8a99-41fb-a13e-1da5717f5ede,전화번호 바꿀수 있는 곳도 없음. 처음 한번 정해지면 끝?,1,1/20/2024 18:01,,
3bff18d6-2a76-43b5-952b-b3feed6b742a,운동좋아,4,1/19/2024 23:58,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:59
0a87659d-4d86-4a17-91ab-2fa0c6402bf5,비밀번호 설정에서 넘어가질 않음 무슨 게속 삭제 해봤다가 다시해봐도 안돼고 캐시 삭제해봐도 안됌..,1,1/12/2024 13:33,,
beff9a3a-efec-4e6e-b3ae-5cd5dff45929,운동하기싫어해는데 데이터가있으니 하게되네요,5,12/29/2023 22:41,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 10:59
7730cc37-c80d-427e-b66a-3e9ff16d0dd9,진짜더럽고 더러워서 안한다 한달 25일 해서1000원이냐 꺜퉤퉤퉤,1,12/29/2023 18:28,안녕하세요. 더헬스 입니다. 더헬스 이용에 따른 혜택을 더 크게 드리지 못하여 죄송합니다. 앞으로 건강 관리의 기쁨을 느낄 수 있도록 더욱 매력적인 이벤트를 준비할 수 있도록 노력하겠습니다. 감사합니다.,2/27/2024 11:00
d366e3a8-26ac-42ba-b7d4-0b707d184e77,네이버페이 포인트 왜 안주나요?,1,12/24/2023 8:07,안녕하세요. 더헬스 입니다. 더헬스를 이용해 주셔서 감사합니다. 더헬스 가입시 지급되는 여러 플랫폼사의 포인트는 해당 광고를 확인한 플랫폼사에 문의 부탁드립니다. 보다 확실한 도움을 드리지 못해 죄송합니다.,2/27/2024 11:01
c74647c0-69d6-44d6-a5bb-d1fcb0741031,경이가 해보라고 해서 한거는 진짜 아닌데 이거 진짜 좋네요. 건강검진도 연동되고 하루하루 체크하면서 건간해지는게 앱에서도 거울에서도 보이네요. 좋은 앱 만들어주셔서 감사합니다. 슈키 짱 근데 경이야 잘지내지 연락좀 하고 지내자 1년만에 이런 연락은 좀,5,12/20/2023 5:58,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 11:02
425af879-d229-4cfa-85f7-551ddd4a9e44,편리함,5,12/13/2023 6:09,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 11:02
c03f81e6-3519-469b-bcac-20b565444067,조아,5,12/9/2023 22:31,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 11:02
017d3ccc-78c2-4096-b5a4-2eb06fb6d386,사용하는알림있어서.잊어버리지않고.운동할수있어서좋아요,4,11/29/2023 20:11,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 11:02
c5c4dad7-072b-4f15-951a-2a6406cbdda3,역시 삼성입니다. 네이버에 쿠키 주기싫어서 막아버리고...배구 야구 삼성 팬 이였던게 부끄럽네요,1,11/20/2023 17:09,안녕하세요. 더헬스 입니다. 더헬스를 이용해 주셔서 감사합니다. 더헬스 가입에 따른 포인트 지급은 해당 광고를 확인하신 플랫폼사에 문이 부탁드립니다. 보다 명확한 도움을 드리지 못해 죄송합니다.,2/27/2024 11:03
12f60b4f-39e0-4aed-b3e3-0f76c110339a,몇 번이나 다시 깔아도 실행이 안됩니다.,1,11/15/2023 6:33,,
721d6fac-1479-4db2-a682-7acec3708029,챌린지 종료후 걷기순위확인 시 무한로딩 발생하여 순위확인이 불가합니다. 에러 확인 부탁드립니다. 제50회 사랑의 걷기 입니다,4,11/15/2023 4:51,,
00004e78-1e7f-48a5-a77f-33df34873fc0,앱이 설치는 되는데 켜면 로고화면에서 무조건 틩깁니다... 이런 현상이 왜 발생하는지 모르겠어요...,1,11/8/2023 11:27,,
173d902e-c611-40b6-94e3-7360af8b9f76,"설치만 되고, 열리지도 않는 건 저 뿐인가요? 이런 앱을 걷기챌린지에 활용하라는 회사도 이해가 안 되네요.",1,11/2/2023 2:03,,
af95664d-ee04-49f9-bd45-13810d6c8cff,회원가입 인증번호가 안와요 문의를 어디에 드려야되는지도 안써있는데 어떻게 해야하나요,1,11/1/2023 3:15,,
ce2e6277-abdf-41be-832a-3d3d1f57d1ee,"삼성헬스 연동하기 눌러도 변경도 안되고, 문의해도 답변도 없고 이런식으로 관리할거면 앱을 왜 만들었나요?? 관리 부탁드립니다.",1,10/25/2023 8:43,,
4d171dae-1b17-40b7-8cc5-718d472c5754,이벤트왜합니까 담 페이지로 안넘어가고 죽도록인증해도 안되는 이 허접한 앱을 삼성에서 만들었다니 어이엄네요,1,10/22/2023 17:38,,
788f4eb2-1155-480c-bd46-7be807760c41,좋아요,5,10/22/2023 8:47,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 11:03
e706b0f2-d2ab-476d-bc4e-b561ed6deb75,이 앱은 혜택이 뭐가 있는거지? 다음기회만 나오는 룰렛외에 다른게 있는건가?,1,10/17/2023 13:33,안녕하세요. 더헬스 입니다. 보다 많은 고객님들께 건강 관리의 기쁨을 전달드리지 못해 죄송합니다. 앞으로 더욱 많은 분들이 혜택을 볼 수 있는 이벤트들을 선보일 수 있도록 노력하겠습니다.,2/27/2024 11:04
ac412349-554c-4c9b-b6c7-61ae489a1cab,회원탈퇴는 어떻게 하나요,4,10/15/2023 15:13,,
e7933812-02bc-43c5-af80-4d3a7fabe4a8,고객센터 전화번호가 없어서 여기에 문의남깁니다. 로그인하려고했더니 ERROR (500) Internal server error 라고나오면서 로그인이 안됩니다. 비밀번호 재설정해도 동일하게 나오는데 어떻게 해결해야되나요?,1,10/6/2023 9:14,,
fa3730b5-c340-4d51-b045-e72c5cf31da3,무조건 회원가입,1,10/5/2023 2:46,,
a3e7031e-dc68-47a7-809e-cfa416ec475d,만족만족합니다.,5,10/5/2023 1:55,안녕하세요. 더헬스 입니다. 고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다. 감사합니다.,2/27/2024 11:05
83480cc3-ae26-4c2a-825e-fafaca4f9b46,앱 사용이나 챌린지 등에 대한 문의는 어디에다 해야합니까? 앱 내에 1:1 문의가 있어 질문했는데 답변을 안달아주면 있으나 마나 한 것 아닌가요..?,1,10/4/2023 18:04,,
e4078c2d-6242-45b0-8a77-78650e88e321,찾기 편리하네요,5,10/2/2023 0:44,,
6cdc72dc-10bc-4c49-9181-001baf6722a2,처음 회원가입부터 거부감들어요 왜 주민등록번호가 필요한건지? 그것도 뒷자리까지? 그냥 안 하고 맒.,1,10/1/2023 18:26,,
78ef5737-4c16-4adc-9ab7-fd273a2e3432,좋아요,5,9/26/2023 5:38,,
49fc8319-845b-4dab-b206-dac45d8013b1,안되서 메일보냈는데 확인바랍니다. 너무 안읽으시네요,1,9/20/2023 13:45,,
aff30cc1-685b-47d8-802b-db80142e8208,별 도움도 안되는 공간차지 앱입니다,1,9/17/2023 22:53,,
2caceac0-c2cb-4078-80f1-dff8bb6b6ea0,앱이 열리지도 않아 !!,1,9/17/2023 18:34,,
e25fd05c-610a-4009-bc13-8ca64398e91e,정말감사합님담욤^^사랑합님담욤,5,9/15/2023 16:32,,
8a1f8ab2-5544-4e7b-8621-e6367f416591,카카오페이지 에서 가입하면 케시준다길래 다운로드 하고 가입했는대. 삼성계정 연동2차인증 까지다했는대 마지막에 오류 오류 오류. 하라는대로 다했는대 케시주기실어서 사기친거냐?? 사기꾼색기들 별하나도 아깝다,1,9/6/2023 12:58,,
1732c09e-24a1-4ea2-9375-4c0e7bf0db13,더헬스라는 앱을 회원가입 하지도 않고 들어가자마자 본인 이름이랑 주민번호 앞자리랑 번호 적으래서 적었는데 pass 어플 알림으로 삼성 생명에서 금융 거래 신청 알림이 뜨는데 이건 뭔가요? 안내글에 가입 시도하면 돈 나간다는 얘기는 없었던 것 같은데 말 그대로 그냥 금융 거래 신청 알림만 뜬 건가요? 아님 제 계좌나 소액결제로 돈이 결제가 되는 건가요?,1,9/5/2023 15:37,,
07725434-3d16-495b-ba57-6146c40728a6,아주 유용합니다.,5,9/4/2023 14:33,,
d9cccdb6-22cd-4c33-a8c2-cb5d17d0ba7f,좋아요,5,9/3/2023 23:46,,
51bd7f5c-caff-45b1-bd7a-d7de9d7932e7,휴대폰 본인 확안 하는데 인증번호가 안와요,1,9/3/2023 9:16,,
ada5bffe-885c-48e0-a072-9af6722d77d1,☆☆☆☆☆,5,8/29/2023 5:15,,
61c7a25c-0759-4fb8-af5b-60d195b039f7,이 앱을 추천하지 않으면습니다 불편점 어청 많아요,1,8/25/2023 9:50,,
8fd863e3-6e81-4eeb-aa0e-11e4f02f66d6,아니 3세 설치 가능인데 14세 미만은 못하게 하는건 뭔가요..,1,8/23/2023 14:41,,
46de0bd1-b350-4261-a5cd-2e065524acab,가이드대로 다 하고 초록색인 상태로 시작해도 사이드밴드 빼고 동작인식 하나도 안됨,1,8/17/2023 13:11,,
9adb790b-ab19-45b3-b25e-1a8f3c765ae7,에러500으로 로그인 안되는데 왜그런거죠?,1,8/9/2023 16:03,,
2ea25c05-9bc1-441a-b5c0-22f4da1fbbc6,식사 매번 .찍기만 해듀 칼로리 계산해주니까 좋아요,5,8/8/2023 4:50,,
ca5fee76-444f-4c75-bdd0-f986789262cc,즐거운 경험을 주는 어플이에요,5,8/8/2023 3:26,,
73dc7682-bcfb-4d76-92b1-8e1c5fd22fac,중1인데 한번 해보고 싶어서 도전하려고 했더니 미성년자라네요…. 이런 거에 나이 제한은 좀….,1,8/7/2023 11:25,,
0886275a-d979-4a2d-9457-ecc489e2a465,운동 시작을 누르면 영상소리만 들리고 영상은 검은 화면으로만 나오네요,2,8/7/2023 8:33,"안녕하세요. 더헬스 입니다.
더헬스 이용에 불편을 드려 죄송합니다.
모션운동의 경우 네트워크 환경이 불안정할 때 유사한 현상이 나타납니다.
데이터 혹은 와이파이가 안정적인 환경에서 시도 부탁드리며 그럼에도 안될 경우
앱 1대1 문의 게시판에 작동이 되지 않는 화면 캡쳐 이미지를 첨부하시어 재문의 부탁드립니다.
감사합니다.",8/8/2023 6:45
16027598-f652-4cad-9443-a818c9c7e7a7,좋습니다,5,8/7/2023 0:24,"안녕하세요. 더헬스 입니다.
고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.
감사합니다.",2/27/2024 9:10
993eb87b-e1b1-4491-bbf6-46596f5d1843,"식사/운동 뿐 아니라 마음 건강까지 챙길 수 있고 이벤트와 챌린지도 종종 있어, 매우 유용합니다!",5,8/2/2023 4:41,"안녕하세요. 더헬스 입니다.
고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.
감사합니다.",2/27/2024 9:11
44ed9611-7633-44d6-9764-d346fafe5c11,건강과 관련된 다양한 챌린지와 이벤트가 많네요^^ 지금 9주 동안 진행하는 챌린지에 참여하게 되었는데 챌린지를 하다보니까 루틴도 생긴것 같아 좋습니다.,5,8/2/2023 2:33,"안녕하세요. 더헬스 입니다.
고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.
감사합니다.",2/27/2024 9:11
03411158-e424-46ea-b059-46467672f447,편리하게 잘 구성되어있습니다:),5,8/2/2023 2:26,"안녕하세요. 더헬스 입니다.
고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.
감사합니다.",2/27/2024 9:11
a3fd6307-410d-4694-8992-84c0ac75b0fb,다른 건강관리 앱보다는 깔끔해서 좋음 그런데 앱 안정성만 조금 더 업데이트해줬으면 좋겠는게 자주 튕기는 현상 발생함(갤노트20),5,8/2/2023 1:50,"안녕하세요. 더헬스 입니다.
더헬스를 이용해주셔서 감사드립니다.
의도치 않은 앱 종료가 계속 발생하실 경우 오류 현상이나 팝업 내용을 캡쳐하셔서
앱 내 1:1문의로 요청 주시면 확인 후 조치 도와드리겠습니다.
감사합니다.",2/27/2024 9:13
8c827cc7-82f0-41b5-b051-26e787202bec,전반적으로 식단관리나 데일리 운동 등 여러 프로그램이 잘 되어있는 편 같아요,5,8/2/2023 1:38,"안녕하세요. 더헬스 입니다.
고객님께 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.
감사합니다.",2/27/2024 9:13
15212c6e-ec04-495c-bc46-c561bc782654,네이버 쿠키얻기 딱 좋아요,5,7/30/2023 14:02,"안녕하세요. 더헬스 입니다.
고객님께서 지속적으로 서비스를 이용하실 수 있도록 더욱 노력하겠습니다.
감사합니다.",2/27/2024 9:14
